{'time': 997, 'x': 184.938, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 0.0, 'cur1': 0.0, 'cur2': 0.0, 'cel0': 11.4, 'cel1': 7.7, 'cel2': 5.4, 'cel3': 4.4, 'cel4': 4.7, 'cel5': 4.2, 'rot0': 0, 'rot1': 0, 'rot2': 0, 'rot3': 0, 'sys': 0, 'Gyro': 0, 'Accel': 0, 'Mag': 0, 'endtime': 1006}
{'time': 1357, 'x': 184.938, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 0.0, 'cur1': 0.0, 'cur2': 0.0, 'cel0': 11.4, 'cel1': 7.7, 'cel2': 5.5, 'cel3': 4.4, 'cel4': 4.7, 'cel5': 4.2, 'rot0': 0, 'rot1': 0, 'rot2': 0, 'rot3': 0, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1367}
{'time': 1719, 'x': 184.938, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 10.4, 'cur1': 0.1, 'cur2': 10.0, 'cel0': 11.0, 'cel1': 8.9, 'cel2': 6.3, 'cel3': 5.2, 'cel4': 5.6, 'cel5': 5.5, 'rot0': 140, 'rot1': 146, 'rot2': 183, 'rot3': 165, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1730}
{'time': 2091, 'x': 184.938, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.2, 'cur1': 0.0, 'cur2': 9.9, 'cel0': 9.7, 'cel1': 9.0, 'cel2': 6.4, 'cel3': 5.2, 'cel4': 5.7, 'cel5': 5.6, 'rot0': 247, 'rot1': 295, 'rot2': 335, 'rot3': 317, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2102}
{'time': 2460, 'x': 184.938, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 9.4, 'cur1': 0.1, 'cur2': 9.0, 'cel0': 11.1, 'cel1': 8.9, 'cel2': 6.3, 'cel3': 5.1, 'cel4': 5.5, 'cel5': 5.4, 'rot0': 348, 'rot1': 441, 'rot2': 507, 'rot3': 496, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2471}
{'time': 2831, 'x': 184.938, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.8, 'cur1': 0.0, 'cur2': 6.9, 'cel0': 10.1, 'cel1': 7.9, 'cel2': 5.7, 'cel3': 4.7, 'cel4': 5.3, 'cel5': 5.5, 'rot0': 440, 'rot1': 576, 'rot2': 655, 'rot3': 649, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2842}
{'time': 3202, 'x': 184.938, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 9.7, 'cur1': 0.1, 'cur2': 9.6, 'cel0': 11.1, 'cel1': 8.9, 'cel2': 6.3, 'cel3': 5.1, 'cel4': 5.5, 'cel5': 5.3, 'rot0': 527, 'rot1': 724, 'rot2': 804, 'rot3': 792, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3213}
{'time': 3572, 'x': 184.938, 'y': -0.313, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.3, 'cur1': 0.1, 'cur2': 7.1, 'cel0': 11.2, 'cel1': 8.3, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.2, 'cel5': 5.1, 'rot0': 632, 'rot1': 866, 'rot2': 980, 'rot3': 933, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3584}
{'time': 3941, 'x': 184.938, 'y': -0.313, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.8, 'cur1': 0.0, 'cur2': 6.7, 'cel0': 10.2, 'cel1': 7.9, 'cel2': 5.7, 'cel3': 4.6, 'cel4': 5.2, 'cel5': 5.4, 'rot0': 713, 'rot1': 997, 'rot2': 1128, 'rot3': 1102, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3952}
{'time': 4315, 'x': 184.938, 'y': -0.313, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.5, 'cur1': 0.0, 'cur2': 10.7, 'cel0': 10.7, 'cel1': 9.1, 'cel2': 6.5, 'cel3': 5.2, 'cel4': 5.6, 'cel5': 5.6, 'rot0': 805, 'rot1': 1133, 'rot2': 1290, 'rot3': 1246, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4326}
{'time': 4687, 'x': 184.938, 'y': -0.313, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.4, 'cur1': 0.0, 'cur2': 9.7, 'cel0': 9.6, 'cel1': 8.4, 'cel2': 6.2, 'cel3': 5.0, 'cel4': 5.5, 'cel5': 5.5, 'rot0': 908, 'rot1': 1266, 'rot2': 1464, 'rot3': 1395, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4699}
