{'time': 996, 'x': 183.938, 'y': -0.25, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 0.0, 'cur1': 0.0, 'cur2': 0.0, 'cel0': 0.0, 'cel1': 0.9, 'cel2': 1.7, 'cel3': 2.1, 'cel4': 3.5, 'cel5': 3.4, 'rot0': 0, 'rot1': 0, 'rot2': 0, 'rot3': 0, 'sys': 0, 'Gyro': 0, 'Accel': 0, 'Mag': 0, 'endtime': 1005}
{'time': 1355, 'x': 183.938, 'y': -0.25, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 0.0, 'cur1': 0.0, 'cur2': 0.0, 'cel0': 0.0, 'cel1': 0.9, 'cel2': 1.7, 'cel3': 2.1, 'cel4': 3.4, 'cel5': 3.4, 'rot0': 0, 'rot1': 0, 'rot2': 0, 'rot3': 0, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1364}
{'time': 1716, 'x': 183.938, 'y': -0.25, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 9.8, 'cur1': 0.1, 'cur2': 10.1, 'cel0': 0.0, 'cel1': 2.3, 'cel2': 2.6, 'cel3': 2.8, 'cel4': 4.3, 'cel5': 4.6, 'rot0': 61, 'rot1': 229, 'rot2': 111, 'rot3': 105, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1727}
{'time': 2085, 'x': 183.938, 'y': -0.25, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.4, 'cur1': 0.1, 'cur2': 8.8, 'cel0': 0.0, 'cel1': 2.2, 'cel2': 2.5, 'cel3': 2.7, 'cel4': 4.2, 'cel5': 4.4, 'rot0': 100, 'rot1': 297, 'rot2': 224, 'rot3': 195, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2097}
{'time': 2455, 'x': 183.938, 'y': -0.25, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.1, 'cur1': 0.1, 'cur2': 8.5, 'cel0': 0.0, 'cel1': 2.1, 'cel2': 2.5, 'cel3': 2.6, 'cel4': 4.1, 'cel5': 4.3, 'rot0': 131, 'rot1': 374, 'rot2': 330, 'rot3': 289, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2465}
{'time': 2824, 'x': 183.938, 'y': -0.25, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.4, 'cur1': 0.1, 'cur2': 7.8, 'cel0': 0.0, 'cel1': 2.0, 'cel2': 2.4, 'cel3': 2.6, 'cel4': 4.1, 'cel5': 4.4, 'rot0': 173, 'rot1': 454, 'rot2': 437, 'rot3': 393, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2835}
{'time': 3191, 'x': 183.938, 'y': -0.25, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.3, 'cur1': 0.1, 'cur2': 8.9, 'cel0': 0.0, 'cel1': 2.2, 'cel2': 2.5, 'cel3': 2.6, 'cel4': 4.1, 'cel5': 4.2, 'rot0': 215, 'rot1': 536, 'rot2': 547, 'rot3': 484, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3203}
{'time': 3562, 'x': 183.938, 'y': -0.25, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.5, 'cur1': 0.1, 'cur2': 7.3, 'cel0': 0.0, 'cel1': 2.1, 'cel2': 2.5, 'cel3': 2.6, 'cel4': 4.2, 'cel5': 4.5, 'rot0': 257, 'rot1': 614, 'rot2': 655, 'rot3': 587, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3572}
{'time': 3930, 'x': 183.938, 'y': -0.25, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.5, 'cur1': 0.1, 'cur2': 7.9, 'cel0': 0.0, 'cel1': 2.1, 'cel2': 2.5, 'cel3': 2.6, 'cel4': 4.2, 'cel5': 4.4, 'rot0': 306, 'rot1': 718, 'rot2': 768, 'rot3': 703, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3941}
{'time': 4299, 'x': 183.938, 'y': -0.25, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.1, 'cur1': 0.1, 'cur2': 8.2, 'cel0': 0.1, 'cel1': 2.2, 'cel2': 2.6, 'cel3': 2.7, 'cel4': 4.4, 'cel5': 4.7, 'rot0': 359, 'rot1': 810, 'rot2': 869, 'rot3': 796, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4311}
{'time': 4668, 'x': 183.938, 'y': -0.25, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.2, 'cur1': 0.2, 'cur2': 10.4, 'cel0': 0.1, 'cel1': 2.4, 'cel2': 2.7, 'cel3': 2.8, 'cel4': 4.3, 'cel5': 4.5, 'rot0': 403, 'rot1': 889, 'rot2': 968, 'rot3': 910, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4679}
