{'time': 1004, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.0, 'cur2': 2.5, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.8, 'cel3': 4.7, 'cel4': 5.3, 'cel5': 4.9, 'rot0': 33, 'rot1': 115, 'rot2': 149, 'rot3': 126, 'sys': 0, 'Gyro': 0, 'Accel': 0, 'Mag': 0, 'endtime': 1015}
{'time': 1372, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.0, 'cur2': 2.6, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.3, 'cel5': 4.9, 'rot0': 44, 'rot1': 158, 'rot2': 210, 'rot3': 176, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1383}
{'time': 1740, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.0, 'cur2': 2.4, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.3, 'cel5': 4.9, 'rot0': 54, 'rot1': 196, 'rot2': 258, 'rot3': 215, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1752}
{'time': 2110, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.3, 'cur1': 0.0, 'cur2': 2.3, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.3, 'cel5': 4.9, 'rot0': 67, 'rot1': 238, 'rot2': 322, 'rot3': 255, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2121}
{'time': 2480, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.2, 'cur1': 0.0, 'cur2': 2.2, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.3, 'cel5': 4.8, 'rot0': 80, 'rot1': 281, 'rot2': 379, 'rot3': 310, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2490}
{'time': 2848, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.0, 'cur1': 0.0, 'cur2': 2.0, 'cel0': 11.0, 'cel1': 7.5, 'cel2': 5.6, 'cel3': 4.6, 'cel4': 5.3, 'cel5': 4.9, 'rot0': 91, 'rot1': 325, 'rot2': 439, 'rot3': 346, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2860}
{'time': 3218, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.8, 'cur1': 0.0, 'cur2': 3.0, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.4, 'cel5': 4.9, 'rot0': 98, 'rot1': 371, 'rot2': 489, 'rot3': 385, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3229}
{'time': 3588, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.6, 'cur1': 0.0, 'cur2': 2.6, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.4, 'cel5': 4.9, 'rot0': 108, 'rot1': 406, 'rot2': 558, 'rot3': 429, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3599}
{'time': 3957, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.2, 'cur1': 0.0, 'cur2': 2.2, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.3, 'cel5': 4.9, 'rot0': 120, 'rot1': 448, 'rot2': 605, 'rot3': 471, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3969}
{'time': 4328, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 1.8, 'cur1': 0.0, 'cur2': 2.9, 'cel0': 11.2, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.4, 'cel5': 5.0, 'rot0': 132, 'rot1': 493, 'rot2': 670, 'rot3': 515, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4339}
{'time': 4698, 'x': 183.188, 'y': -0.25, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.0, 'cur2': 2.5, 'cel0': 11.3, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.3, 'cel5': 4.9, 'rot0': 141, 'rot1': 541, 'rot2': 723, 'rot3': 557, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4709}
