{'time': 986, 'x': 195.938, 'y': -1.125, 'z': 171.813, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 0.0, 'cur1': 0.0, 'cur2': 0.0, 'cel0': 11.3, 'cel1': 7.6, 'cel2': 5.6, 'cel3': 4.7, 'cel4': 4.9, 'cel5': 4.3, 'rot0': 0, 'rot1': 0, 'rot2': 0, 'rot3': 0, 'sys': 0, 'Gyro': 0, 'Accel': 0, 'Mag': 0, 'endtime': 996}
{'time': 1346, 'x': 195.938, 'y': -1.375, 'z': 171.438, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 0.0, 'cur1': 0.0, 'cur2': 0.0, 'cel0': 11.3, 'cel1': 7.6, 'cel2': 5.6, 'cel3': 4.7, 'cel4': 4.9, 'cel5': 4.3, 'rot0': 0, 'rot1': 0, 'rot2': 0, 'rot3': 0, 'sys': 2, 'Gyro': 0, 'Accel': 0, 'Mag': 0, 'endtime': 1355}
{'time': 1707, 'x': 195.813, 'y': -1.5, 'z': 171.25, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.9, 'cur1': 0.1, 'cur2': 7.1, 'cel0': 11.2, 'cel1': 8.4, 'cel2': 6.3, 'cel3': 5.2, 'cel4': 5.5, 'cel5': 5.1, 'rot0': 394, 'rot1': 320, 'rot2': 232, 'rot3': 354, 'sys': 2, 'Gyro': 0, 'Accel': 0, 'Mag': 0, 'endtime': 1718}
{'time': 2077, 'x': 195.438, 'y': -1.188, 'z': 171.375, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.6, 'cur1': 0.0, 'cur2': 8.2, 'cel0': 10.0, 'cel1': 8.6, 'cel2': 6.4, 'cel3': 5.4, 'cel4': 5.7, 'cel5': 5.4, 'rot0': 704, 'rot1': 643, 'rot2': 595, 'rot3': 709, 'sys': 2, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 2088}
{'time': 2448, 'x': 195.188, 'y': -1.063, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.1, 'cur1': 0.1, 'cur2': 8.0, 'cel0': 11.1, 'cel1': 8.6, 'cel2': 6.4, 'cel3': 5.3, 'cel4': 5.6, 'cel5': 5.3, 'rot0': 1046, 'rot1': 965, 'rot2': 958, 'rot3': 1025, 'sys': 2, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 2459}
{'time': 2821, 'x': 194.813, 'y': -0.938, 'z': 170.438, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.8, 'cur1': 0.0, 'cur2': 8.2, 'cel0': 11.1, 'cel1': 8.6, 'cel2': 6.4, 'cel3': 5.3, 'cel4': 5.6, 'cel5': 5.3, 'rot0': 1443, 'rot1': 1292, 'rot2': 1318, 'rot3': 1396, 'sys': 2, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 2832}
{'time': 3194, 'x': 194.375, 'y': -1.0, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.9, 'cur1': 0.1, 'cur2': 7.1, 'cel0': 11.1, 'cel1': 8.5, 'cel2': 6.3, 'cel3': 5.3, 'cel4': 5.5, 'cel5': 5.1, 'rot0': 1732, 'rot1': 1594, 'rot2': 1686, 'rot3': 1753, 'sys': 2, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 3206}
{'time': 3568, 'x': 193.875, 'y': -1.0, 'z': 171.063, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.1, 'cur1': 0.0, 'cur2': 7.1, 'cel0': 10.8, 'cel1': 8.3, 'cel2': 6.1, 'cel3': 5.2, 'cel4': 5.6, 'cel5': 5.5, 'rot0': 2085, 'rot1': 1887, 'rot2': 2042, 'rot3': 2053, 'sys': 2, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 3579}
{'time': 3943, 'x': 193.25, 'y': -0.938, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 9.5, 'cur1': 0.1, 'cur2': 9.6, 'cel0': 11.0, 'cel1': 8.8, 'cel2': 6.6, 'cel3': 5.4, 'cel4': 5.7, 'cel5': 5.4, 'rot0': 2410, 'rot1': 2189, 'rot2': 2440, 'rot3': 2405, 'sys': 2, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 3954}
{'time': 4318, 'x': 192.813, 'y': -0.813, 'z': 170.625, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.7, 'cur1': 0.0, 'cur2': 7.9, 'cel0': 11.1, 'cel1': 8.6, 'cel2': 6.4, 'cel3': 5.3, 'cel4': 5.6, 'cel5': 5.2, 'rot0': 2739, 'rot1': 2523, 'rot2': 2817, 'rot3': 2759, 'sys': 1, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 4329}
{'time': 4691, 'x': 192.313, 'y': -0.688, 'z': 170.625, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.0, 'cur1': 0.1, 'cur2': 6.2, 'cel0': 10.1, 'cel1': 7.7, 'cel2': 6.0, 'cel3': 5.0, 'cel4': 5.4, 'cel5': 5.3, 'rot0': 3087, 'rot1': 2858, 'rot2': 3202, 'rot3': 3086, 'sys': 1, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 4703}
{'time': 5066, 'x': 191.75, 'y': -0.625, 'z': 171.063, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.3, 'cur1': 0.0, 'cur2': 9.9, 'cel0': 11.0, 'cel1': 8.8, 'cel2': 6.6, 'cel3': 5.4, 'cel4': 5.7, 'cel5': 5.4, 'rot0': 3410, 'rot1': 3200, 'rot2': 3557, 'rot3': 3433, 'sys': 1, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 5078}
{'time': 5442, 'x': 191.188, 'y': -0.563, 'z': 171.063, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.4, 'cur1': 0.1, 'cur2': 6.7, 'cel0': 10.8, 'cel1': 7.9, 'cel2': 5.9, 'cel3': 5.0, 'cel4': 5.4, 'cel5': 5.2, 'rot0': 3754, 'rot1': 3525, 'rot2': 3908, 'rot3': 3802, 'sys': 1, 'Gyro': 0, 'Accel': 1, 'Mag': 0, 'endtime': 5453}
{'time': 5815, 'x': 191.063, 'y': -0.625, 'z': 171.125, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 6.4, 'cur1': 0.1, 'cur2': 6.6, 'cel0': 10.3, 'cel1': 7.8, 'cel2': 5.9, 'cel3': 5.0, 'cel4': 5.4, 'cel5': 5.3, 'rot0': 4061, 'rot1': 3814, 'rot2': 4292, 'rot3': 4145, 'sys': 1, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 5827}
{'time': 6190, 'x': 191.0, 'y': -1.125, 'z': 170.875, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.6, 'cur1': 0.0, 'cur2': 9.1, 'cel0': 10.8, 'cel1': 8.8, 'cel2': 6.6, 'cel3': 5.4, 'cel4': 5.7, 'cel5': 5.4, 'rot0': 4384, 'rot1': 4150, 'rot2': 4660, 'rot3': 4468, 'sys': 1, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 6201}
{'time': 6564, 'x': 191.0, 'y': -1.438, 'z': 170.5, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.6, 'cur1': 0.1, 'cur2': 7.9, 'cel0': 11.1, 'cel1': 8.6, 'cel2': 6.4, 'cel3': 5.3, 'cel4': 5.5, 'cel5': 5.2, 'rot0': 4709, 'rot1': 4475, 'rot2': 5045, 'rot3': 4817, 'sys': 1, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 6576}
{'time': 6939, 'x': 191.0, 'y': -1.375, 'z': 170.688, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 5.9, 'cur1': 0.0, 'cur2': 6.2, 'cel0': 9.7, 'cel1': 8.1, 'cel2': 6.0, 'cel3': 5.1, 'cel4': 5.4, 'cel5': 5.4, 'rot0': 5023, 'rot1': 4795, 'rot2': 5398, 'rot3': 5157, 'sys': 1, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 6950}
{'time': 7313, 'x': 191.25, 'y': -1.438, 'z': 170.688, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 8.2, 'cur1': 0.0, 'cur2': 9.5, 'cel0': 10.9, 'cel1': 8.8, 'cel2': 6.5, 'cel3': 5.4, 'cel4': 5.7, 'cel5': 5.4, 'rot0': 5372, 'rot1': 5152, 'rot2': 5748, 'rot3': 5496, 'sys': 1, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 7324}
{'time': 7686, 'x': 191.688, 'y': -1.5, 'z': 170.688, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 7.6, 'cur1': 0.0, 'cur2': 9.9, 'cel0': 10.9, 'cel1': 8.8, 'cel2': 6.6, 'cel3': 5.4, 'cel4': 5.7, 'cel5': 5.4, 'rot0': 5672, 'rot1': 5442, 'rot2': 6114, 'rot3': 5868, 'sys': 1, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 7697}
