{'time': 1001, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.0, 'cur1': 0.0, 'cur2': 1.8, 'cel0': 10.4, 'cel1': 8.0, 'cel2': 5.8, 'cel3': 4.7, 'cel4': 5.4, 'cel5': 5.0, 'rot0': 19, 'rot1': 108, 'rot2': 137, 'rot3': 118, 'sys': 0, 'Gyro': 0, 'Accel': 0, 'Mag': 0, 'endtime': 1012}
{'time': 1370, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.0, 'cur1': 0.0, 'cur2': 1.8, 'cel0': 10.3, 'cel1': 7.9, 'cel2': 5.8, 'cel3': 4.6, 'cel4': 5.4, 'cel5': 5.1, 'rot0': 29, 'rot1': 151, 'rot2': 186, 'rot3': 158, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1381}
{'time': 1739, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 1.8, 'cur1': 0.0, 'cur2': 2.9, 'cel0': 11.2, 'cel1': 8.2, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.5, 'cel5': 5.1, 'rot0': 38, 'rot1': 187, 'rot2': 248, 'rot3': 198, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1750}
{'time': 2108, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.8, 'cur1': 0.0, 'cur2': 2.7, 'cel0': 11.3, 'cel1': 8.2, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.5, 'cel5': 5.1, 'rot0': 52, 'rot1': 226, 'rot2': 306, 'rot3': 233, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2119}
{'time': 2478, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.6, 'cur1': 0.0, 'cur2': 2.6, 'cel0': 11.3, 'cel1': 8.2, 'cel2': 6.0, 'cel3': 4.7, 'cel4': 5.5, 'cel5': 5.1, 'rot0': 61, 'rot1': 274, 'rot2': 365, 'rot3': 280, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2489}
{'time': 2846, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.0, 'cur2': 2.4, 'cel0': 11.3, 'cel1': 8.2, 'cel2': 6.0, 'cel3': 4.7, 'cel4': 5.4, 'cel5': 5.0, 'rot0': 74, 'rot1': 318, 'rot2': 419, 'rot3': 323, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2857}
{'time': 3216, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.2, 'cur1': 0.0, 'cur2': 2.2, 'cel0': 11.3, 'cel1': 8.2, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.4, 'cel5': 5.0, 'rot0': 86, 'rot1': 356, 'rot2': 482, 'rot3': 368, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3227}
{'time': 3586, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 1.9, 'cur1': 0.0, 'cur2': 1.9, 'cel0': 10.2, 'cel1': 8.1, 'cel2': 5.9, 'cel3': 4.7, 'cel4': 5.5, 'cel5': 5.1, 'rot0': 95, 'rot1': 390, 'rot2': 530, 'rot3': 418, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3597}
{'time': 3955, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.9, 'cur1': 0.0, 'cur2': 2.8, 'cel0': 11.3, 'cel1': 8.2, 'cel2': 6.0, 'cel3': 4.8, 'cel4': 5.5, 'cel5': 5.1, 'rot0': 103, 'rot1': 433, 'rot2': 595, 'rot3': 461, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3966}
{'time': 4325, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.0, 'cur2': 2.4, 'cel0': 11.3, 'cel1': 8.2, 'cel2': 6.0, 'cel3': 4.8, 'cel4': 5.5, 'cel5': 5.0, 'rot0': 112, 'rot1': 474, 'rot2': 647, 'rot3': 500, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4336}
{'time': 4696, 'x': 188.0, 'y': -0.563, 'z': 171.0, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.0, 'cur1': 0.0, 'cur2': 2.1, 'cel0': 11.3, 'cel1': 8.2, 'cel2': 5.9, 'cel3': 4.6, 'cel4': 5.4, 'cel5': 5.1, 'rot0': 123, 'rot1': 513, 'rot2': 713, 'rot3': 544, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4707}
