{'time': 997, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 0.0, 'cur1': 0.0, 'cur2': 0.0, 'cel0': 11.4, 'cel1': 7.8, 'cel2': 5.6, 'cel3': 4.6, 'cel4': 4.8, 'cel5': 4.3, 'rot0': 0, 'rot1': 0, 'rot2': 0, 'rot3': 0, 'sys': 0, 'Gyro': 0, 'Accel': 0, 'Mag': 0, 'endtime': 1006}
{'time': 1357, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 0.0, 'cur1': 0.0, 'cur2': 0.0, 'cel0': 11.4, 'cel1': 7.8, 'cel2': 5.7, 'cel3': 4.6, 'cel4': 4.8, 'cel5': 4.3, 'rot0': 0, 'rot1': 0, 'rot2': 0, 'rot3': 0, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1367}
{'time': 1719, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.0, 'cur1': 0.1, 'cur2': 1.9, 'cel0': 10.3, 'cel1': 7.9, 'cel2': 5.8, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 5, 'rot1': 26, 'rot2': 24, 'rot3': 46, 'sys': 0, 'Gyro': 3, 'Accel': 0, 'Mag': 0, 'endtime': 1729}
{'time': 2085, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.1, 'cur2': 2.4, 'cel0': 11.4, 'cel1': 8.0, 'cel2': 5.8, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 19, 'rot1': 62, 'rot2': 77, 'rot3': 92, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2096}
{'time': 2450, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.2, 'cur1': 0.1, 'cur2': 2.2, 'cel0': 11.4, 'cel1': 8.0, 'cel2': 5.8, 'cel3': 4.8, 'cel4': 4.9, 'cel5': 4.5, 'rot0': 28, 'rot1': 107, 'rot2': 118, 'rot3': 129, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2460}
{'time': 2819, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.1, 'cur1': 0.0, 'cur2': 2.1, 'cel0': 11.4, 'cel1': 7.8, 'cel2': 5.6, 'cel3': 4.6, 'cel4': 4.9, 'cel5': 4.6, 'rot0': 37, 'rot1': 152, 'rot2': 182, 'rot3': 178, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 2830}
{'time': 3188, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 1.9, 'cur1': 0.0, 'cur2': 2.2, 'cel0': 11.1, 'cel1': 8.0, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 46, 'rot1': 193, 'rot2': 231, 'rot3': 215, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3198}
{'time': 3557, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.8, 'cur1': 0.1, 'cur2': 2.8, 'cel0': 11.3, 'cel1': 8.0, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 57, 'rot1': 235, 'rot2': 279, 'rot3': 260, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3568}
{'time': 3927, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.6, 'cur1': 0.1, 'cur2': 2.6, 'cel0': 11.3, 'cel1': 8.0, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 65, 'rot1': 273, 'rot2': 337, 'rot3': 310, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 3938}
{'time': 4296, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.1, 'cur2': 2.4, 'cel0': 11.4, 'cel1': 8.0, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 72, 'rot1': 316, 'rot2': 379, 'rot3': 347, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4307}
{'time': 4666, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.1, 'cur1': 0.1, 'cur2': 2.1, 'cel0': 11.4, 'cel1': 8.0, 'cel2': 5.8, 'cel3': 4.7, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 84, 'rot1': 364, 'rot2': 440, 'rot3': 393, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 4677}
{'time': 5036, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.3, 'cur1': 0.0, 'cur2': 3.0, 'cel0': 11.3, 'cel1': 8.0, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 93, 'rot1': 402, 'rot2': 493, 'rot3': 434, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 5047}
{'time': 5404, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.8, 'cur1': 0.1, 'cur2': 2.9, 'cel0': 11.3, 'cel1': 8.0, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 101, 'rot1': 439, 'rot2': 547, 'rot3': 480, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 5415}
{'time': 5775, 'x': 185.0, 'y': -0.375, 'z': 170.938, 'watertmp': 0.0, 'depth': -10.0, 'thr0': 25.0, 'thr1': 0.0, 'thr2': 25.0, 'thr3': 25.0, 'thr4': 25.0, 'thr5': 25.0, 'cur0': 2.4, 'cur1': 0.1, 'cur2': 2.4, 'cel0': 11.3, 'cel1': 8.0, 'cel2': 5.9, 'cel3': 4.8, 'cel4': 5.0, 'cel5': 4.6, 'rot0': 109, 'rot1': 479, 'rot2': 602, 'rot3': 534, 'sys': 0, 'Gyro': 3, 'Accel': 1, 'Mag': 0, 'endtime': 5786}
